,date,previous_day_crimes,last_7_days_crimes,last_30_days_crimes,dayofweek,month,year,dayofmonth,weekofyear,is_weekend,season,num_of_crimes,y_pred
747,2023-06-18,93.0,620.0,3508.0,6,6,2023,18,24,1,2,75,93.4700645582214
748,2023-06-19,75.0,603.0,3462.0,0,6,2023,19,25,0,2,75,95.77850864846815
749,2023-06-20,75.0,587.0,3410.0,1,6,2023,20,25,0,2,98,99.14662548022389
750,2023-06-21,98.0,583.0,3403.0,2,6,2023,21,25,0,2,80,104.85741959742813
751,2023-06-22,80.0,579.0,3369.0,3,6,2023,22,25,0,2,75,101.69502934252311
752,2023-06-23,75.0,593.0,3307.0,4,6,2023,23,25,0,2,58,98.59557531793266
753,2023-06-24,58.0,554.0,3213.0,5,6,2023,24,25,1,2,60,90.90358315852109
754,2023-06-25,60.0,521.0,3146.0,6,6,2023,25,25,1,2,59,90.1830385743051
755,2023-06-26,59.0,505.0,3085.0,0,6,2023,26,26,0,2,59,89.02371999479982
756,2023-06-27,59.0,489.0,3015.0,1,6,2023,27,26,0,2,70,80.59677648008169
757,2023-06-28,70.0,461.0,2937.0,2,6,2023,28,26,0,2,61,78.94401368751534
758,2023-06-29,61.0,442.0,2903.0,3,6,2023,29,26,0,2,53,80.11481245112392
759,2023-06-30,53.0,420.0,2838.0,4,6,2023,30,26,0,2,35,77.18242563418349
760,2023-07-01,35.0,397.0,2725.0,5,7,2023,1,26,1,2,31,150.20983134920635
