,date,previous_day_crimes,last_7_days_crimes,last_30_days_crimes,dayofweek,month,year,dayofmonth,weekofyear,is_weekend,season,num_of_crimes,y_pred
0,2021-06-01,76.0,569.0,2494.0,1,6,2021,1,22,0,2,167,178.3548399933248
1,2021-06-02,167.0,644.0,2590.0,2,6,2021,2,22,0,2,100,85.39107556906065
2,2021-06-03,100.0,667.0,2604.0,3,6,2021,3,22,0,2,72,87.94041302860788
3,2021-06-04,72.0,657.0,2589.0,4,6,2021,4,22,0,2,91,91.89344502866355
4,2021-06-05,91.0,660.0,2596.0,5,6,2021,5,22,1,2,72,88.77450396063595
5,2021-06-06,72.0,659.0,2564.0,6,6,2021,6,22,1,2,81,78.53845841259977
6,2021-06-07,81.0,659.0,2570.0,0,6,2021,7,23,0,2,84,87.96830999827672
7,2021-06-08,84.0,667.0,2598.0,1,6,2021,8,23,0,2,81,88.82187118171056
8,2021-06-09,81.0,581.0,2610.0,2,6,2021,9,23,0,2,83,86.70287936864796
9,2021-06-10,83.0,564.0,2625.0,3,6,2021,10,23,0,2,99,88.75598385348756
10,2021-06-11,99.0,591.0,2661.0,4,6,2021,11,23,0,2,121,92.6759427522329
11,2021-06-12,121.0,621.0,2684.0,5,6,2021,12,23,1,2,82,89.83063603610374
12,2021-06-13,82.0,631.0,2672.0,6,6,2021,13,23,1,2,66,78.24116239507622
13,2021-06-14,66.0,616.0,2652.0,0,6,2021,14,24,0,2,70,89.20262573897175
14,2021-06-15,70.0,602.0,2639.0,1,6,2021,15,24,0,2,100,88.59398762125444
15,2021-06-16,100.0,621.0,2645.0,2,6,2021,16,24,0,2,104,91.2269920647089
16,2021-06-17,104.0,642.0,2673.0,3,6,2021,17,24,0,2,103,91.19854947049527
17,2021-06-18,103.0,646.0,2681.0,4,6,2021,18,24,0,2,77,91.73607693176379
18,2021-06-19,77.0,602.0,2650.0,5,6,2021,19,24,1,2,103,80.2221107324245
19,2021-06-20,103.0,623.0,2649.0,6,6,2021,20,24,1,2,101,83.79672612700678
20,2021-06-21,101.0,658.0,2657.0,0,6,2021,21,25,0,2,107,85.70758807608678
21,2021-06-22,107.0,695.0,2697.0,1,6,2021,22,25,0,2,104,89.71907794460698
22,2021-06-23,104.0,699.0,2716.0,2,6,2021,23,25,0,2,113,90.16490069302014
23,2021-06-24,113.0,708.0,2750.0,3,6,2021,24,25,0,2,106,94.87538309097381
24,2021-06-25,106.0,711.0,2764.0,4,6,2021,25,25,0,2,102,97.43721231556228
25,2021-06-26,102.0,736.0,2789.0,5,6,2021,26,25,1,2,93,94.59914139089695
26,2021-06-27,93.0,726.0,2800.0,6,6,2021,27,25,1,2,90,89.6262108489809
27,2021-06-28,90.0,715.0,2802.0,0,6,2021,28,26,0,2,119,87.52522183073799
28,2021-06-29,119.0,727.0,2848.0,1,6,2021,29,26,0,2,90,94.86454230723729
29,2021-06-30,90.0,713.0,2857.0,2,6,2021,30,26,0,2,101,95.54432608718595
30,2021-07-01,101.0,701.0,2882.0,3,7,2021,1,26,0,2,152,200.16866713223368
31,2021-07-02,152.0,747.0,2867.0,4,7,2021,2,26,0,2,111,99.09231036845428
32,2021-07-03,111.0,756.0,2878.0,5,7,2021,3,26,1,2,86,96.49140120665305
33,2021-07-04,86.0,749.0,2892.0,6,7,2021,4,26,1,2,86,88.47760039491718
34,2021-07-05,86.0,745.0,2887.0,0,7,2021,5,27,0,2,101,91.48867056720664
35,2021-07-06,101.0,727.0,2916.0,1,7,2021,6,27,0,2,105,95.44067598883767
36,2021-07-07,105.0,742.0,2940.0,2,7,2021,7,27,0,2,85,97.51749164069396
37,2021-07-08,85.0,726.0,2941.0,3,7,2021,8,27,0,2,96,97.04427335270387
38,2021-07-09,96.0,670.0,2956.0,4,7,2021,9,27,0,2,110,96.39489033891991
39,2021-07-10,110.0,669.0,2983.0,5,7,2021,10,27,1,2,82,98.46516045259858
40,2021-07-11,82.0,665.0,2966.0,6,7,2021,11,27,1,2,69,78.82661213480408
41,2021-07-12,69.0,648.0,2914.0,0,7,2021,12,28,0,2,83,89.08000649938114
42,2021-07-13,83.0,630.0,2915.0,1,7,2021,13,28,0,2,79,96.25574732553855
43,2021-07-14,79.0,604.0,2928.0,2,7,2021,14,28,0,2,128,94.69901736176463
44,2021-07-15,128.0,647.0,2986.0,3,7,2021,15,28,0,2,102,107.39562389900648
45,2021-07-16,102.0,653.0,2988.0,4,7,2021,16,28,0,2,113,100.68308736384644
46,2021-07-17,113.0,656.0,2997.0,5,7,2021,17,28,1,2,89,98.56464641125669
47,2021-07-18,89.0,663.0,2983.0,6,7,2021,18,28,1,2,80,77.66547692981833
48,2021-07-19,80.0,674.0,2986.0,0,7,2021,19,29,0,2,91,95.49830215125641
49,2021-07-20,91.0,682.0,2974.0,1,7,2021,20,29,0,2,74,97.65582737927738
50,2021-07-21,74.0,677.0,2947.0,2,7,2021,21,29,0,2,94,91.82339576377986
51,2021-07-22,94.0,643.0,2934.0,3,7,2021,22,29,0,2,114,95.80573388570788
52,2021-07-23,114.0,655.0,2944.0,4,7,2021,23,29,0,2,91,97.47651605383992
53,2021-07-24,91.0,633.0,2922.0,5,7,2021,24,29,1,2,91,95.64860438776337
54,2021-07-25,91.0,635.0,2907.0,6,7,2021,25,29,1,2,96,78.54373752513716
55,2021-07-26,96.0,651.0,2901.0,0,7,2021,26,30,0,2,85,86.62125803451327
56,2021-07-27,85.0,645.0,2893.0,1,7,2021,27,30,0,2,104,94.08538449581627
57,2021-07-28,104.0,675.0,2907.0,2,7,2021,28,30,0,2,116,97.41510379737147
58,2021-07-29,116.0,697.0,2904.0,3,7,2021,29,30,0,2,100,95.85453499958352
59,2021-07-30,100.0,683.0,2914.0,4,7,2021,30,30,0,2,105,97.55126053504586
60,2021-07-31,105.0,697.0,2918.0,5,7,2021,31,30,1,2,86,94.55614316579728
61,2021-08-01,86.0,692.0,2852.0,6,8,2021,1,30,1,2,147,180.6230989667009
62,2021-08-02,147.0,743.0,2888.0,0,8,2021,2,31,0,2,73,88.3766262748449
63,2021-08-03,73.0,731.0,2875.0,1,8,2021,3,31,0,2,106,85.73386206026493
64,2021-08-04,106.0,733.0,2895.0,2,8,2021,4,31,0,2,94,98.54904632790424
65,2021-08-05,94.0,711.0,2888.0,3,8,2021,5,31,0,2,76,96.84274517565987
66,2021-08-06,76.0,687.0,2859.0,4,8,2021,6,31,0,2,90,91.03947689863065
67,2021-08-07,90.0,672.0,2864.0,5,8,2021,7,31,1,2,92,94.91450065466107
68,2021-08-08,92.0,678.0,2860.0,6,8,2021,8,31,1,2,87,83.0969691390323
69,2021-08-09,87.0,618.0,2837.0,0,8,2021,9,32,0,2,91,90.13878406003028
70,2021-08-10,91.0,636.0,2846.0,1,8,2021,10,32,0,2,92,92.85815091409465
71,2021-08-11,92.0,622.0,2869.0,2,8,2021,11,32,0,2,112,96.56892416504012
72,2021-08-12,112.0,640.0,2898.0,3,8,2021,12,32,0,2,115,97.21190929478922
73,2021-08-13,115.0,679.0,2934.0,4,8,2021,13,32,0,2,101,98.36276296193947
74,2021-08-14,101.0,690.0,2907.0,5,8,2021,14,32,1,2,76,97.22400102308316
75,2021-08-15,76.0,674.0,2881.0,6,8,2021,15,32,1,2,92,81.92735614942094
76,2021-08-16,92.0,679.0,2860.0,0,8,2021,16,33,0,2,105,89.43725867995148
77,2021-08-17,105.0,693.0,2876.0,1,8,2021,17,33,0,2,117,96.41185850313653
78,2021-08-18,117.0,718.0,2913.0,2,8,2021,18,33,0,2,122,96.67604111065975
79,2021-08-19,122.0,728.0,2944.0,3,8,2021,19,33,0,2,101,99.47529122197115
80,2021-08-20,101.0,714.0,2971.0,4,8,2021,20,33,0,2,103,99.00312117516904
81,2021-08-21,103.0,716.0,2980.0,5,8,2021,21,33,1,2,99,97.46659168224865
82,2021-08-22,99.0,739.0,2965.0,6,8,2021,22,33,1,2,87,92.72438565744014
83,2021-08-23,87.0,734.0,2961.0,0,8,2021,23,34,0,2,105,89.73790890696367
84,2021-08-24,105.0,734.0,2975.0,1,8,2021,24,34,0,2,106,96.62138482671092
85,2021-08-25,106.0,723.0,2985.0,2,8,2021,25,34,0,2,111,97.97499466988918
86,2021-08-26,111.0,712.0,3011.0,3,8,2021,26,34,0,2,101,97.76665775050229
87,2021-08-27,101.0,712.0,3008.0,4,8,2021,27,34,0,2,99,97.66119662524284
88,2021-08-28,99.0,708.0,2991.0,5,8,2021,28,34,1,2,101,95.91228073524836
89,2021-08-29,101.0,710.0,2992.0,6,8,2021,29,34,1,2,91,95.57578809196299
90,2021-08-30,91.0,714.0,2978.0,0,8,2021,30,35,0,2,102,83.1222219658208
91,2021-08-31,102.0,711.0,2994.0,1,8,2021,31,35,0,2,110,94.39863775770385
92,2021-09-01,110.0,715.0,2957.0,2,9,2021,1,35,0,3,229,200.78498098544975
93,2021-09-02,229.0,833.0,3113.0,3,9,2021,2,35,0,3,127,107.50806610432379
94,2021-09-03,127.0,859.0,3134.0,4,9,2021,3,35,0,3,136,104.53105666078554
95,2021-09-04,136.0,896.0,3176.0,5,9,2021,4,35,1,3,98,101.91301790544706
96,2021-09-05,98.0,893.0,3198.0,6,9,2021,5,35,1,3,116,89.89646313623474
97,2021-09-06,116.0,918.0,3224.0,0,9,2021,6,36,0,3,104,101.06504110238771
98,2021-09-07,104.0,920.0,3236.0,1,9,2021,7,36,0,3,95,103.39198556669824
99,2021-09-08,95.0,905.0,3244.0,2,9,2021,8,36,0,3,102,101.5848062382633
100,2021-09-09,102.0,778.0,3255.0,3,9,2021,9,36,0,3,107,105.45265161124105
101,2021-09-10,107.0,758.0,3270.0,4,9,2021,10,36,0,3,110,109.02848297251742
102,2021-09-11,110.0,732.0,3268.0,5,9,2021,11,36,1,3,100,106.95044665600206
103,2021-09-12,100.0,734.0,3253.0,6,9,2021,12,36,1,3,105,95.70967250654022
104,2021-09-13,105.0,723.0,3257.0,0,9,2021,13,37,0,3,96,105.3350189124998
105,2021-09-14,96.0,715.0,3277.0,1,9,2021,14,37,0,3,93,102.22635906684893
106,2021-09-15,93.0,713.0,3278.0,2,9,2021,15,37,0,3,122,101.15925562246328
107,2021-09-16,122.0,733.0,3295.0,3,9,2021,16,37,0,3,126,110.81168530718318
108,2021-09-17,126.0,752.0,3304.0,4,9,2021,17,37,0,3,117,110.98213319844855
109,2021-09-18,117.0,759.0,3299.0,5,9,2021,18,37,1,3,111,108.16305459107302
110,2021-09-19,111.0,770.0,3309.0,6,9,2021,19,37,1,3,125,99.67414464444931
111,2021-09-20,125.0,790.0,3331.0,0,9,2021,20,38,0,3,89,112.64200594481557
112,2021-09-21,89.0,783.0,3321.0,1,9,2021,21,38,0,3,129,111.66239298649556
113,2021-09-22,129.0,819.0,3363.0,2,9,2021,22,38,0,3,123,117.05625055735824
114,2021-09-23,123.0,820.0,3381.0,3,9,2021,23,38,0,3,95,116.88805848043769
115,2021-09-24,95.0,789.0,3370.0,4,9,2021,24,38,0,3,136,115.29239471463347
116,2021-09-25,136.0,808.0,3395.0,5,9,2021,25,38,1,3,111,109.6709605621576
117,2021-09-26,111.0,808.0,3405.0,6,9,2021,26,38,1,3,85,102.32302814705992
118,2021-09-27,85.0,768.0,3391.0,0,9,2021,27,39,0,3,120,110.72528453406889
119,2021-09-28,120.0,799.0,3410.0,1,9,2021,28,39,0,3,117,116.89320566776139
120,2021-09-29,117.0,787.0,3436.0,2,9,2021,29,39,0,3,111,119.37924161986817
121,2021-09-30,111.0,775.0,3445.0,3,9,2021,30,39,0,3,127,113.16812233296008
122,2021-10-01,127.0,807.0,3462.0,4,10,2021,1,39,0,3,256,191.10726833062765
123,2021-10-02,256.0,927.0,3489.0,5,10,2021,2,39,1,3,123,113.29359185674626
124,2021-10-03,123.0,939.0,3485.0,6,10,2021,3,39,1,3,104,102.08631586472093
125,2021-10-04,104.0,958.0,3453.0,0,10,2021,4,40,0,3,86,95.46318651102163
126,2021-10-05,86.0,924.0,3441.0,1,10,2021,5,40,0,3,122,103.01989051313042
127,2021-10-06,122.0,929.0,3447.0,2,10,2021,6,40,0,3,121,98.87936010992499
128,2021-10-07,121.0,939.0,3464.0,3,10,2021,7,40,0,3,116,100.18481392447735
129,2021-10-08,116.0,928.0,3485.0,4,10,2021,8,40,0,3,102,102.49040891013924
130,2021-10-09,102.0,774.0,3485.0,5,10,2021,9,40,1,3,123,97.73247232993285
131,2021-10-10,123.0,774.0,3501.0,6,10,2021,10,40,1,3,109,98.91010487667084
132,2021-10-11,109.0,779.0,3500.0,0,10,2021,11,41,0,3,115,102.07938379203607
133,2021-10-12,115.0,808.0,3515.0,1,10,2021,12,41,0,3,126,106.5168385899294
134,2021-10-13,126.0,812.0,3536.0,2,10,2021,13,41,0,3,110,107.17500494000988
135,2021-10-14,110.0,801.0,3550.0,3,10,2021,14,41,0,3,113,109.67214018964687
136,2021-10-15,113.0,798.0,3570.0,4,10,2021,15,41,0,3,130,109.11553596542583
137,2021-10-16,130.0,826.0,3578.0,5,10,2021,16,41,1,3,96,104.56051162664653
138,2021-10-17,96.0,799.0,3548.0,6,10,2021,17,41,1,3,91,96.27830137487325
139,2021-10-18,91.0,781.0,3522.0,0,10,2021,18,42,0,3,119,99.34537452188006
140,2021-10-19,119.0,785.0,3530.0,1,10,2021,19,42,0,3,117,108.36474434420488
141,2021-10-20,117.0,776.0,3522.0,2,10,2021,20,42,0,3,116,107.63423892801684
142,2021-10-21,116.0,782.0,3549.0,3,10,2021,21,42,0,3,82,111.49480964352709
143,2021-10-22,82.0,751.0,3502.0,4,10,2021,22,42,0,3,113,102.15332944536466
144,2021-10-23,113.0,734.0,3492.0,5,10,2021,23,42,1,3,102,111.47603128950608
145,2021-10-24,102.0,740.0,3499.0,6,10,2021,24,42,1,3,85,103.56050652118165
146,2021-10-25,85.0,734.0,3448.0,0,10,2021,25,43,0,3,112,102.88788135232777
147,2021-10-26,112.0,727.0,3449.0,1,10,2021,26,43,0,3,95,111.7929125912064
148,2021-10-27,95.0,705.0,3459.0,2,10,2021,27,43,0,3,97,104.79843125507118
149,2021-10-28,97.0,686.0,3436.0,3,10,2021,28,43,0,3,102,109.34248360070745
150,2021-10-29,102.0,706.0,3421.0,4,10,2021,29,43,0,3,107,111.93964293749931
151,2021-10-30,107.0,700.0,3417.0,5,10,2021,30,43,1,3,111,117.01477501913742
152,2021-10-31,111.0,709.0,3401.0,6,10,2021,31,43,1,3,96,111.65062163512903
153,2021-11-01,96.0,720.0,3241.0,0,11,2021,1,44,0,3,222,187.04928905874215
154,2021-11-02,222.0,830.0,3340.0,1,11,2021,2,44,0,3,100,114.1160666594629
155,2021-11-03,100.0,835.0,3336.0,2,11,2021,3,44,0,3,106,109.36383822541202
156,2021-11-04,106.0,844.0,3356.0,3,11,2021,4,44,0,3,122,113.33053179548072
157,2021-11-05,122.0,864.0,3356.0,4,11,2021,5,44,0,3,108,109.73648077522301
158,2021-11-06,108.0,865.0,3343.0,5,11,2021,6,44,1,3,93,110.3488477933902
159,2021-11-07,93.0,847.0,3320.0,6,11,2021,7,44,1,3,78,96.28936135562341
160,2021-11-08,78.0,829.0,3296.0,0,11,2021,8,45,0,3,98,103.20694296300329
161,2021-11-09,98.0,705.0,3271.0,1,11,2021,9,45,0,3,121,104.80384131818177
162,2021-11-10,121.0,726.0,3283.0,2,11,2021,10,45,0,3,113,110.58192112725645
163,2021-11-11,113.0,733.0,3281.0,3,11,2021,11,45,0,3,130,112.69856070326632
164,2021-11-12,130.0,741.0,3285.0,4,11,2021,12,45,0,3,131,112.03890608846568
165,2021-11-13,131.0,764.0,3306.0,5,11,2021,13,45,1,3,109,108.82183103435358
166,2021-11-14,109.0,780.0,3302.0,6,11,2021,14,45,1,3,108,98.74859739589245
167,2021-11-15,108.0,810.0,3280.0,0,11,2021,15,46,0,3,108,107.45389408057727
168,2021-11-16,108.0,820.0,3292.0,1,11,2021,16,46,0,3,118,109.00589009730669
169,2021-11-17,118.0,817.0,3319.0,2,11,2021,17,46,0,3,110,110.46376756654008
170,2021-11-18,110.0,814.0,3310.0,3,11,2021,18,46,0,3,128,111.73158927452273
171,2021-11-19,128.0,812.0,3321.0,4,11,2021,19,46,0,3,129,112.1672607681446
172,2021-11-20,129.0,810.0,3334.0,5,11,2021,20,46,1,3,98,111.01534071240606
173,2021-11-21,98.0,799.0,3350.0,6,11,2021,21,46,1,3,103,99.45076168029739
174,2021-11-22,103.0,794.0,3340.0,0,11,2021,22,47,0,3,112,105.64172567289594
175,2021-11-23,112.0,798.0,3350.0,1,11,2021,23,47,0,3,103,111.72171997878056
176,2021-11-24,103.0,783.0,3368.0,2,11,2021,24,47,0,3,116,108.17832611372779
177,2021-11-25,116.0,789.0,3372.0,3,11,2021,25,47,0,3,99,113.84149519885234
178,2021-11-26,99.0,760.0,3376.0,4,11,2021,26,47,0,3,99,107.16632639761515
179,2021-11-27,99.0,730.0,3378.0,5,11,2021,27,47,1,3,111,110.40358842719978
180,2021-11-28,111.0,743.0,3387.0,6,11,2021,28,47,1,3,89,105.82384494174217
181,2021-11-29,89.0,729.0,3369.0,0,11,2021,29,48,0,3,98,109.61034092110135
182,2021-11-30,98.0,715.0,3356.0,1,11,2021,30,48,0,3,109,108.09856305305684
183,2021-12-01,109.0,721.0,3369.0,2,12,2021,1,48,0,4,206,184.23794075426886
184,2021-12-02,206.0,811.0,3353.0,3,12,2021,2,48,0,4,109,102.98884692305498
185,2021-12-03,109.0,821.0,3362.0,4,12,2021,3,48,0,4,96,113.16183560210958
186,2021-12-04,96.0,818.0,3352.0,5,12,2021,4,48,1,4,97,108.10412998194371
187,2021-12-05,97.0,804.0,3327.0,6,12,2021,5,48,1,4,85,94.57490952492338
188,2021-12-06,85.0,800.0,3304.0,0,12,2021,6,49,0,4,103,104.04584840140566
189,2021-12-07,103.0,805.0,3314.0,1,12,2021,7,49,0,4,119,105.27958376562069
190,2021-12-08,119.0,815.0,3355.0,2,12,2021,8,49,0,4,109,109.41905878195058
191,2021-12-09,109.0,718.0,3366.0,3,12,2021,9,49,0,4,109,113.62204250871153
192,2021-12-10,109.0,718.0,3354.0,4,12,2021,10,49,0,4,104,114.47937185642132
193,2021-12-11,104.0,726.0,3345.0,5,12,2021,11,49,1,4,114,109.51252934736057
194,2021-12-12,114.0,743.0,3329.0,6,12,2021,12,49,1,4,99,100.58244408827092
195,2021-12-13,99.0,757.0,3297.0,0,12,2021,13,50,0,4,103,105.06729113194544
196,2021-12-14,103.0,757.0,3291.0,1,12,2021,14,50,0,4,87,105.51559863701014
197,2021-12-15,87.0,725.0,3270.0,2,12,2021,15,50,0,4,101,101.67276720248053
198,2021-12-16,101.0,717.0,3263.0,3,12,2021,16,50,0,4,124,106.82288491356276
199,2021-12-17,124.0,732.0,3269.0,4,12,2021,17,50,0,4,99,112.09284516522607
200,2021-12-18,99.0,727.0,3258.0,5,12,2021,18,50,1,4,108,109.00550480692728
201,2021-12-19,108.0,721.0,3238.0,6,12,2021,19,50,1,4,88,101.68211337930505
202,2021-12-20,88.0,710.0,3197.0,0,12,2021,20,51,0,4,109,99.9096053000021
203,2021-12-21,109.0,716.0,3208.0,1,12,2021,21,51,0,4,128,101.25994151702722
204,2021-12-22,128.0,757.0,3233.0,2,12,2021,22,51,0,4,101,103.01079499234343
205,2021-12-23,101.0,757.0,3222.0,3,12,2021,23,51,0,4,105,102.22768591185044
206,2021-12-24,105.0,738.0,3224.0,4,12,2021,24,51,0,4,92,102.01608206147519
207,2021-12-25,92.0,731.0,3200.0,5,12,2021,25,51,1,4,73,96.89079685436695
208,2021-12-26,73.0,696.0,3174.0,6,12,2021,26,51,1,4,60,97.90280581255531
209,2021-12-27,60.0,668.0,3135.0,0,12,2021,27,52,0,4,69,85.27224682531754
210,2021-12-28,69.0,628.0,3093.0,1,12,2021,28,52,0,4,94,76.22916707395508
211,2021-12-29,94.0,594.0,3098.0,2,12,2021,29,52,0,4,119,77.02663272290089
212,2021-12-30,119.0,612.0,3119.0,3,12,2021,30,52,0,4,87,77.22694163223622
213,2021-12-31,87.0,594.0,3097.0,4,12,2021,31,52,0,4,88,77.91552200955498
214,2022-01-01,88.0,590.0,2979.0,5,1,2022,1,52,1,4,226,246.24008257801225
215,2022-01-02,226.0,743.0,3096.0,6,1,2022,2,52,1,4,63,89.73647424523811
216,2022-01-03,63.0,746.0,3063.0,0,1,2022,3,1,0,4,79,90.78241724135141
217,2022-01-04,79.0,756.0,3045.0,1,1,2022,4,1,0,4,98,86.08538468781197
218,2022-01-05,98.0,760.0,3058.0,2,1,2022,5,1,0,4,106,90.02075581297326
219,2022-01-06,106.0,747.0,3061.0,3,1,2022,6,1,0,4,89,96.11393940789725
220,2022-01-07,89.0,749.0,3031.0,4,1,2022,7,1,0,4,93,90.81749132297674
221,2022-01-08,93.0,754.0,3015.0,5,1,2022,8,1,1,4,83,87.69877188009671
222,2022-01-09,83.0,611.0,2989.0,6,1,2022,9,1,1,4,79,75.0101670860207
223,2022-01-10,79.0,627.0,2964.0,0,1,2022,10,2,0,4,97,94.49389744190044
224,2022-01-11,97.0,645.0,2947.0,1,1,2022,11,2,0,4,98,96.61434043031151
225,2022-01-12,98.0,645.0,2946.0,2,1,2022,12,2,0,4,105,99.25877718018457
226,2022-01-13,105.0,644.0,2948.0,3,1,2022,13,2,0,4,81,99.64857300160048
227,2022-01-14,81.0,636.0,2942.0,4,1,2022,14,2,0,4,102,97.41927747474939
228,2022-01-15,102.0,645.0,2943.0,5,1,2022,15,2,1,4,91,98.35163017251347
229,2022-01-16,91.0,653.0,2910.0,6,1,2022,16,2,1,4,80,77.94702680923538
230,2022-01-17,80.0,654.0,2891.0,0,1,2022,17,3,0,4,68,91.66740698828082
231,2022-01-18,68.0,625.0,2851.0,1,1,2022,18,3,0,4,59,90.64762919309946
232,2022-01-19,59.0,586.0,2822.0,2,1,2022,19,3,0,4,95,85.93754762311627
233,2022-01-20,95.0,576.0,2808.0,3,1,2022,20,3,0,4,90,101.6224191383362
234,2022-01-21,90.0,585.0,2770.0,4,1,2022,21,3,0,4,105,98.75844678215408
235,2022-01-22,105.0,588.0,2774.0,5,1,2022,22,3,1,4,100,94.63861180557207
236,2022-01-23,100.0,597.0,2769.0,6,1,2022,23,3,1,4,75,86.97444435536794
237,2022-01-24,75.0,592.0,2752.0,0,1,2022,24,4,0,4,81,79.43029889407404
238,2022-01-25,81.0,605.0,2760.0,1,1,2022,25,4,0,4,106,89.36438577487519
239,2022-01-26,106.0,652.0,2806.0,2,1,2022,26,4,0,4,101,97.46847605413599
240,2022-01-27,101.0,658.0,2838.0,3,1,2022,27,4,0,4,84,97.45979338434101
241,2022-01-28,84.0,652.0,2828.0,4,1,2022,28,4,0,4,121,96.06825544643793
242,2022-01-29,121.0,668.0,2830.0,5,1,2022,29,4,1,4,80,99.9895137912268
243,2022-01-30,80.0,648.0,2823.0,6,1,2022,30,4,1,4,91,87.96877824452014
244,2022-01-31,91.0,664.0,2826.0,0,1,2022,31,5,0,4,103,84.12308086945603
245,2022-02-01,103.0,686.0,2703.0,1,2,2022,1,5,0,4,182,173.07546514903171
246,2022-02-02,182.0,762.0,2822.0,2,2,2022,2,5,0,4,94,98.11461421030438
247,2022-02-03,94.0,755.0,2837.0,3,2,2022,3,5,0,4,88,96.41813000628878
248,2022-02-04,88.0,759.0,2827.0,4,2,2022,4,5,0,4,111,95.73280584012467
249,2022-02-05,111.0,749.0,2832.0,5,2,2022,5,5,1,4,83,98.57274117011688
250,2022-02-06,83.0,752.0,2826.0,6,2,2022,6,5,1,4,74,81.1450869727214
251,2022-02-07,74.0,735.0,2807.0,0,2,2022,7,6,0,4,88,87.51728215602192
252,2022-02-08,88.0,720.0,2812.0,1,2,2022,8,6,0,4,108,94.70459261450861
253,2022-02-09,108.0,646.0,2841.0,2,2,2022,9,6,0,4,117,97.36141476179242
254,2022-02-10,117.0,669.0,2861.0,3,2,2022,10,6,0,4,107,98.18833604637649
255,2022-02-11,107.0,688.0,2870.0,4,2,2022,11,6,0,4,116,99.82108448086291
256,2022-02-12,116.0,693.0,2881.0,5,2,2022,12,6,1,4,94,99.11377093445336
257,2022-02-13,94.0,704.0,2894.0,6,2,2022,13,6,1,4,84,81.18869671422281
258,2022-02-14,84.0,714.0,2876.0,0,2,2022,14,7,0,4,84,90.02389234624233
259,2022-02-15,84.0,710.0,2869.0,1,2,2022,15,7,0,4,89,94.80137653499236
260,2022-02-16,89.0,691.0,2878.0,2,2,2022,16,7,0,4,104,98.56660916755477
261,2022-02-17,104.0,678.0,2914.0,3,2,2022,17,7,0,4,107,99.72272925851003
262,2022-02-18,107.0,678.0,2962.0,4,2,2022,18,7,0,4,92,99.83065395772957
263,2022-02-19,92.0,654.0,2959.0,5,2,2022,19,7,1,4,114,97.47479095596962
264,2022-02-20,114.0,674.0,2983.0,6,2,2022,20,7,1,4,85,84.42673802927769
265,2022-02-21,85.0,675.0,2963.0,0,2,2022,21,8,0,4,95,92.42002942252223
266,2022-02-22,95.0,686.0,2958.0,1,2,2022,22,8,0,4,143,95.82350884499034
267,2022-02-23,143.0,740.0,3026.0,2,2,2022,23,8,0,4,130,99.22854468901991
268,2022-02-24,130.0,766.0,3075.0,3,2,2022,24,8,0,4,95,103.77086443863625
269,2022-02-25,95.0,754.0,3064.0,4,2,2022,25,8,0,4,83,99.54312664739365
270,2022-02-26,83.0,745.0,3046.0,5,2,2022,26,8,1,4,95,97.35021222914503
271,2022-02-27,95.0,726.0,3057.0,6,2,2022,27,8,1,4,99,86.0584336141423
272,2022-02-28,99.0,740.0,3035.0,0,2,2022,28,9,0,4,91,95.26382413657412
273,2022-03-01,91.0,736.0,3046.0,1,3,2022,1,9,0,1,183,188.04845459014615
274,2022-03-02,183.0,776.0,3138.0,2,3,2022,2,9,0,1,116,100.59572490706474
275,2022-03-03,116.0,762.0,3151.0,3,3,2022,3,9,0,1,109,104.06997814654417
276,2022-03-04,109.0,776.0,3078.0,4,3,2022,4,9,0,1,144,104.05346064786221
277,2022-03-05,144.0,837.0,3128.0,5,3,2022,5,9,1,1,103,98.94084717990737
278,2022-03-06,103.0,845.0,3143.0,6,3,2022,6,9,1,1,96,88.09435500336495
279,2022-03-07,96.0,842.0,3128.0,0,3,2022,7,10,0,1,95,92.85205752396685
280,2022-03-08,95.0,846.0,3140.0,1,3,2022,8,10,0,1,106,97.00182541651492
281,2022-03-09,106.0,769.0,3172.0,2,3,2022,9,10,0,1,120,104.09072742528892
282,2022-03-10,120.0,773.0,3204.0,3,3,2022,10,10,0,1,125,104.66849027588732
283,2022-03-11,125.0,789.0,3221.0,4,3,2022,11,10,0,1,117,105.82273708683532
284,2022-03-12,117.0,762.0,3221.0,5,3,2022,12,10,1,1,99,103.02934017913621
285,2022-03-13,99.0,758.0,3213.0,6,3,2022,13,10,1,1,110,93.27674034591713
286,2022-03-14,110.0,772.0,3207.0,0,3,2022,14,11,0,1,100,101.62677909360877
287,2022-03-15,100.0,777.0,3213.0,1,3,2022,15,11,0,1,87,105.83761227490868
288,2022-03-16,87.0,758.0,3216.0,2,3,2022,16,11,0,1,136,99.09476657086937
289,2022-03-17,136.0,774.0,3268.0,3,3,2022,17,11,0,1,118,104.02067337960462
290,2022-03-18,118.0,767.0,3297.0,4,3,2022,18,11,0,1,143,108.1957474813899
291,2022-03-19,143.0,793.0,3336.0,5,3,2022,19,11,1,1,104,105.90215373904924
292,2022-03-20,104.0,798.0,3333.0,6,3,2022,20,11,1,1,115,94.73947755055298
293,2022-03-21,115.0,803.0,3356.0,0,3,2022,21,12,0,1,112,112.02759696115896
294,2022-03-22,112.0,815.0,3354.0,1,3,2022,22,12,0,1,97,111.83011222006984
295,2022-03-23,97.0,825.0,3366.0,2,3,2022,23,12,0,1,84,111.46916864633657
